Id Igreja,Nome Igreja,Status Igreja,Score,Algum gestor resp. eventos,Nível,Nível (Cor)
2.778,Jereusalem Missionary Baptist Church,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.781,Igreja Cristã Protestante Confronto,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.782,IMW  Baependi,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.783,IMW Lafaiete,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.784,IMW Alagoa,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.785,IMW Central de Valadares - 2ª Região,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.786,1ª IMW em Muriaé,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.787,IMW Leopoldina,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.788,Primeira IMW de Mantena,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.789,IMW Kennedy,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.791,IWM do Oitis,publicado,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.792,IMW Central de Cataguases,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.793,IMW SAD,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.794,IMW Central de Uberlândia,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.795,IMW Água Branca,publicado,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.796,IMW Granada,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.797,IMW Santos Dumont,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.798,IMW Itabira,publicado,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.800,Lagoinha Toronto,publicado,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.801,IMW Novo Amazonas,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.802,IMW Palmeiras,publicado,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.803,Segunda IWM de Cataguases,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.804,IMW Taguatinga,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.805,IMW Sexta de Muriaé,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.806,Lagoinha Franco da Rocha,publicado,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.807,Lagoinha Milanez,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.808,IMW no Glória,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.809,IMW 4 Dornelas,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.810,IMW Central de Uberaba,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.812,IMW Industrial I,publicado,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.813,IMW  Monte Carmelo - 2ª Região,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.815,Lagoinha Riacho das Pedras,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.816,Lagoinha São Lourenço,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.820,Lagoinha Alta Floresta,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.823,Lagoinha São João Batista - SC,publicado,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.826,Lagoinha Itaquaquecetuba,publicado,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.828,PRIMEIRA IGREJA BATISTA DE SAPEZAL MT,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.829,Hilltop MBC,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.833,Lagoinha Itapevi,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.837,Igreja Evangélica Verbo da Vida Guaratinguetá - Centro,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.838,Lagoinha São José SC,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.840,Lagoinha InPeace,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.846,IMW Ribeiro de Abreu,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.847,Lagoinha Boa Vista,publicado,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.848,Casa do Reino Church Orlando,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.849,Plenitud Radio Digital,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.853,COMUNIDADE RAMÁ,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.854,IGREJA DO EVANGELHO QUADRANGULAR - CONSELHO ESTADUAL DE DIRETORES,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.856,Lagoinha Recife,publicado,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.861,IMW Nanuque,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.862,Lagoinha Rio das Pedras,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.863,Lagoinha Cabreúva,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.864,Igreja Evangélica Avivamento Bíblico Haroldo Veloso,publicado,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.865,Ministério Apostólico Internacional Shalom,publicado,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.866,Igreja Presibiteriana Emanuel,publicado,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.867,Pillars Of Fire Apostolic Ministry,entregue,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.874,Comunidade Cristã Igreja do Deus Vivo,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.875,IMW Parque Paulistano,publicado,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.876,IMW de Ribeirão Preto,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.877,IMW CHÁCARA BELO HORIZONTE,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.878,IMW Jardim do Engenho,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.879,IMW - Presidente Prudente,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.880,IMW Pariquera Açu SP,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.881,IMW de Sinop,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.882,IMW de Sorocaba,publicado,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.883,IMW Pindamonhangaba,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.884,IMW Horto Florestal,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.885,IMW Central Cuiabá,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.886,IMW de Joanópolis,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.887,IMW de Sidrolândia MS,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.888,IMW JAÇANÃ,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.889,IMW MONGAGUÁ,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.891,IMW Continental II,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.893,IMW Campos do Jordão,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.894,IMW do Guarujá,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.895,IMW de Assis,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.897,Kadosh International Church,entregue,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.899,IGREJA DO EVANGELHO QUADRANGULAR JD AMERICA,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.900,Lagoinha Curvelo,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.908,Conexão Em Cristo Church,entregue,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.909,Igreja em Novo Hamburgo,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.910,Igreja Presbiteriana do Cariru,publicado,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.913,Lagoinha Esmeraldas - Santa Cecília,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.914,Brentwood Baptist Church,entregue,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.915,Lagoinha Copacabana - BH,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.920,IGREJA CARA DE LEÃO 25 DE AGOSTO,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.921,Primeira Igreja Batista de Matupá,publicado,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.924,13ª IEQ São José dos Pinhais,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.926,Igreja Evangelica Batista Renovada,publicado,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.927,IGREJA ASSEM. DE DEUS VIDA NOVA COM CRISTO - MIN. ADVN,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.928,Casa da Família,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.933,Igreja Evangélica Nas Mãos de Deus,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.934,Ministerio Jehová Shammah,entregue,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.935,IEQ Parque Ander,bloqueado,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.936,Igreja Presbiteriana em Alphaville,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.937,IMW Global,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.945,History Maker,entregue,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.947,Igreja Batista Renovada - Doações,publicado,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.949,Jerusalem Missionary Baptist Church,entregue,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.952,MEVAM CAMBÉ,entregue,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.955,Igreja Regional Novo Tempo,bloqueado,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.958,PROJETO NAMPULA,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.959,Missionary Christian Church,entregue,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.960,IMW CARANGOLA,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.961,Ministério de Madureira,entregue,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.962,Igreja Batista Missionária Central,publicado,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.965,MISSÃO LUZ,publicado,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.968,Igreja Evangélica Nova Jerusalém,entregue,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.969,Primeira Igreja em São Fidelis,entregue,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.970,Gospel Fire COGIC,entregue,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.971,IEQ São Jorge,entregue,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.972,Igreja Batista Central da Serra,entregue,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.975,IBR Lauro de Freitas,entregue,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.976,Rhema Igreja Apostólica,entregue,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.977,Igreja Transformados Pelo Amor,entregue,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.978,Somos Chamados,entregue,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.980,Emaús church,entregue,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.981,Ark Church,entregue,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.982,Igreja Batista Esperança,entregue,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.983,Igreja Batista Fonte de Vida,entregue,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.984,Igreja Batista Betel,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.985,IEQ PTB Betim,entregue,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.986,IMW Araruama,entregue,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.988,AD BRAS FLORIDA CHURCH,entregue,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.989,IMW JD Industrial Araucária,entregue,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.990,IMW Vila Pinheiro,entregue,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.991,Igreja Evangélica Batista da Cohab,entregue,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.992,Brilhantes,entregue,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.994,IMW Edu Chaves,entregue,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.995,ADTAG Águas Claras,entregue,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.996,IEQ ASSISTENCIA,entregue,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.998,Batista Urbana Guarulhos,publicado,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
2.999,Igreja Gera Vida,publicado,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.000,IEQ CANTO DO MAR,entregue,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.001,Família Quadrangular Embu das Artes,entregue,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.002,Igreja Bold,entregue,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.003,Igreja do Evangelho Quadrangular,entregue,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.004,IGREJA DO EVANGELHO QUADRANGULAR,entregue,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.005,Igreja Evangélica Congregacional da Paulicéia,entregue,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.006,Igreja Batista Sport Clube,entregue,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.007,1 Igreja do Evangelho Quadrangular,entregue,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.008,FILADELFIA CORRENTE,entregue,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.009,IEQ Pinheiros,entregue,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.011,Paróquia Santo Antônio Várzea Grande,entregue,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.012,São Cristóvão,entregue,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.017,Segunda Igreja Batista,entregue,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.018,Igreja Batista da Lagoinha Benedito Bentes / Maceió - Al,entregue,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.020,2ª IMW ASTOLFO DUTRA,entregue,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.022,IEQ Sta Tereza Embu das Artes,entregue,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.023,IMW RIBEIRO DE ABREU,entregue,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.024,IMW de Ubá,entregue,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.025,IMW de Bom Sucesso,entregue,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.026,IMW Jardim das Alterosas,entregue,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.027,IMW Santa Maria de Itabira,entregue,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.028,IMW Araguaína,entregue,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.029,IMW Eugenópolis,entregue,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.030,IMW São João Del Rei- Mg,entregue,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.031,IMW do Glória,entregue,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.032,IMW Bingen,entregue,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.034,Comunidade Ruah,entregue,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.035,IEQ Rio de Deus - Sede Regiao 533 Sumaré,entregue,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.037,IEQ Basilicata (Regiao 533 IEQ Sumaré),entregue,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.038,IEQ Nova Terra (Regiao 533 IEQ Sumaré),entregue,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.039,IEQ São Manoel - IEQ Regiao 533,entregue,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.040,IGREJA METODISTA WESLEYANA SÃO SEBASTIÃO,entregue,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.041,IEQ Nova Odessa (Regiao 533 IEQ Sumaré),entregue,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.043,IEQ Novo Tempo (Regiao 533 Sumaré),entregue,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.046,Assembleia de Deus Hebrom Vila Velha,entregue,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.047,Batista da Lagoinha em Leopoldina,entregue,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.048,IEPCOM,entregue,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.051,IEQ Vasconcellos (Regiao 533 Sumaré),entregue,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.052,IMW São Vicente de Minas,entregue,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.054,IEQ Jd. das Oliveiras,entregue,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.056,IEQ Reconciliação,entregue,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.057,IEQ JD DALL’ORTO,entregue,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.058,IEQ Denadai - Santuário da família,entregue,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.059,IEQ Jd. Callegari,entregue,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.061,IMW de Piabetá,entregue,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.062,Primeira Igreja Presbiteriana de Guarapari,publicado,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.065,Igreja Metodista Wesleyana,entregue,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.066,IMW Machadinho,entregue,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.067,IMW ROLIM DE MOURA,entregue,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.068,Guarissem,entregue,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.069,IMW Muriaé 1ª,entregue,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.070,IMW BAIRRO INDUSTRIAL ARACAJU,entregue,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.071,IMW GUAJARÁ MIRIM,entregue,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.072,IMW CANDEIAS,entregue,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.074,IMW Cajueiro,entregue,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.075,IMW em Santa Catarina Natal RN,entregue,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.076,Metodista Wesleyana,entregue,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.077,IMW Central de Maringa,entregue,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.078,IMW da 2 região na 1 industrial,entregue,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.079,Comunidade Família do Reino Curitiba,entregue,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.080,Igreja Batista Ebenézer,entregue,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.081,igreja do evangelho quadrangular,entregue,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.082,IMW Patrocínio do Muriaé,entregue,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.083,Neo,entregue,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.085,IMW Benfica Itaipava,entregue,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.086,Missão Servir,publicado,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.087,AD Vila Talarico,entregue,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.088,Igreja de Deus Campos Belos,entregue,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.089,Igreja Batista Betel,entregue,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.090,GODcast Church,entregue,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.091,IMW Pq. Ype,entregue,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
3.092,IEQ Taquaral,entregue,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
